instance,algorithm,encoding,fitness_func,run,cover_size,is_valid,fitness,time_sec
large_100nodes,GA,SetEncoding,RepairBasedFitness,3,35,False,-79.0,1.7847306728363037
large_100nodes,SA,SetEncoding,RepairBasedFitness,3,28,False,-81.0,0.2719154357910156
large_100nodes,TS,SetEncoding,RepairBasedFitness,3,36,False,-78.0,0.7492575645446777
large_100nodes,GA,EdgeCentricEncoding,LinearSoftPenalty,3,83,True,-83.0,9.895787239074707
large_100nodes,SA,EdgeCentricEncoding,LinearSoftPenalty,3,78,False,-85.2,1.0636992454528809
large_100nodes,TS,EdgeCentricEncoding,LinearSoftPenalty,3,84,True,-84.0,20.898111820220947
large_100nodes,GA,EdgeCentricEncoding,AdaptiveEdgeWeighting,3,78,False,-83.0,10.497365713119507
large_100nodes,SA,EdgeCentricEncoding,AdaptiveEdgeWeighting,3,80,False,-84.0,1.138031005859375
large_100nodes,TS,EdgeCentricEncoding,AdaptiveEdgeWeighting,3,78,False,-84.0,21.321468114852905
large_100nodes,GA,EdgeCentricEncoding,RepairBasedFitness,3,77,False,-83.0,11.355243682861328
large_100nodes,SA,EdgeCentricEncoding,RepairBasedFitness,3,72,False,-84.0,1.2517879009246826
large_100nodes,TS,EdgeCentricEncoding,RepairBasedFitness,3,78,False,-85.0,20.01353907585144
scale_free_50nodes,GA,BinaryEncoding,LinearSoftPenalty,1,25,True,-25.0,0.8265864849090576
scale_free_50nodes,SA,BinaryEncoding,LinearSoftPenalty,1,27,False,-28.2,0.08614444732666016
scale_free_50nodes,TS,BinaryEncoding,LinearSoftPenalty,1,24,True,-24.0,0.11858773231506348
scale_free_50nodes,GA,BinaryEncoding,AdaptiveEdgeWeighting,1,22,False,-24.0,0.8946051597595215
scale_free_50nodes,SA,BinaryEncoding,AdaptiveEdgeWeighting,1,26,False,-29.0,0.09956502914428711
scale_free_50nodes,TS,BinaryEncoding,AdaptiveEdgeWeighting,1,23,False,-24.0,0.21867084503173828
scale_free_50nodes,GA,BinaryEncoding,RepairBasedFitness,1,18,False,-24.0,0.9986686706542969
scale_free_50nodes,SA,BinaryEncoding,RepairBasedFitness,1,20,False,-27.0,0.1247105598449707
scale_free_50nodes,TS,BinaryEncoding,RepairBasedFitness,1,19,False,-25.0,0.12565183639526367
